group,iri,type,thesaurus,description,comments,examples,required,,,,,,
Site,http://rs.tdwg.org/eco/terms/siteCount,,,,,,
Site,http://rs.tdwg.org/eco/terms/siteNestingDescription,,,,,,
Site,http://rs.tdwg.org/eco/terms/verbatimSiteDescriptions,,,,,,
Site,http://rs.tdwg.org/eco/terms/verbatimSiteNames,,,,,,
Site,http://rs.tdwg.org/eco/terms/geospatialScopeAreaValue,,,,,,
Site,http://rs.tdwg.org/eco/terms/geospatialScopeAreaUnit,,,,,,
Site,http://rs.tdwg.org/eco/terms/totalAreaSampledValue,,,,,,
Site,http://rs.tdwg.org/eco/terms/totalAreaSampledUnit,,,,,,
Site,http://rs.tdwg.org/eco/terms/reportedWeather,,,,,,
Site,http://rs.tdwg.org/eco/terms/reportedExtremeConditions,,,,,,
Habitat Scope,http://rs.tdwg.org/eco/terms/targetHabitatScope,,,,,,
Habitat Scope,http://rs.tdwg.org/eco/terms/excludedHabitatScope,,,,,,
Temporal Scope,http://rs.tdwg.org/eco/terms/eventDurationValue,,,,,,
Temporal Scope,http://rs.tdwg.org/eco/terms/eventDurationUnit,,,,,,
Taxonomic Scope,http://rs.tdwg.org/eco/terms/targetTaxonomicScope,,,,,,
Taxonomic Scope,http://rs.tdwg.org/eco/terms/excludedTaxonomicScope,,,,,,
Taxonomic Scope,http://rs.tdwg.org/eco/terms/taxonCompletenessReported,,,,,,
Taxonomic Scope,http://rs.tdwg.org/eco/terms/taxonCompletenessProtocols,,,,,,
Taxonomic Scope,http://rs.tdwg.org/eco/terms/isTaxonomicScopeFullyReported,,https://rs.gbif.org/vocabulary/basic/boolean.xml,,,,
Taxonomic Scope,http://rs.tdwg.org/eco/terms/isAbsenceReported,,https://rs.gbif.org/vocabulary/basic/boolean.xml,,,,
Taxonomic Scope,http://rs.tdwg.org/eco/terms/absentTaxa,,,,,,
Taxonomic Scope,http://rs.tdwg.org/eco/terms/hasNonTargetTaxa,,https://rs.gbif.org/vocabulary/basic/boolean.xml,,,,
Taxonomic Scope,http://rs.tdwg.org/eco/terms/nonTargetTaxa,,,,,,
Taxonomic Scope,http://rs.tdwg.org/eco/terms/areNonTargetTaxaFullyReported,,https://rs.gbif.org/vocabulary/basic/boolean.xml,,,,
Organismal Scope,http://rs.tdwg.org/eco/terms/targetLifeStageScope,,,,,,
Organismal Scope,http://rs.tdwg.org/eco/terms/excludedLifeStageScope,,,,,,
Organismal Scope,http://rs.tdwg.org/eco/terms/isLifeStageScopeFullyReported,,https://rs.gbif.org/vocabulary/basic/boolean.xml,,,,
Organismal Scope,http://rs.tdwg.org/eco/terms/targetDegreeOfEstablishmentScope,,,,,,
Organismal Scope,http://rs.tdwg.org/eco/terms/excludedDegreeOfEstablishmentScope,,,,,,
Organismal Scope,http://rs.tdwg.org/eco/terms/isDegreeOfEstablishmentScopeFullyReported,,https://rs.gbif.org/vocabulary/basic/boolean.xml,,,,
Organismal Scope,http://rs.tdwg.org/eco/terms/targetGrowthFormScope,,,,,,
Organismal Scope,http://rs.tdwg.org/eco/terms/excludedGrowthFormScope,,,,,,
Organismal Scope,http://rs.tdwg.org/eco/terms/isGrowthFormScopeFullyReported,,https://rs.gbif.org/vocabulary/basic/boolean.xml,,,,
Organismal Scope,http://rs.tdwg.org/eco/terms/hasNonTargetOrganisms,,https://rs.gbif.org/vocabulary/basic/boolean.xml,,,,
Organismal Scope,http://rs.tdwg.org/eco/terms/verbatimTargetScope,,,,,,
Identification,http://rs.tdwg.org/dwc/terms/identifiedBy,,,,,,
Identification,http://rs.tdwg.org/dwc/terms/identificationReferences,,,,,,
Methodology Description,http://rs.tdwg.org/eco/terms/compilationTypes,,,,,,
Methodology Description,http://rs.tdwg.org/eco/terms/compilationSourceTypes,,,,,,
Methodology Description,http://rs.tdwg.org/eco/terms/inventoryTypes,,,,,,
Methodology Description,http://rs.tdwg.org/eco/terms/protocolNames,,,,,,
Methodology Description,http://rs.tdwg.org/eco/terms/protocolDescriptions,,,,,,
Methodology Description,http://rs.tdwg.org/eco/terms/protocolReferences,,,,,,
Methodology Description,http://rs.tdwg.org/eco/terms/isAbundanceReported,,https://rs.gbif.org/vocabulary/basic/boolean.xml,,,,
Methodology Description,http://rs.tdwg.org/eco/terms/isAbundanceCapReported,,https://rs.gbif.org/vocabulary/basic/boolean.xml,,,,
Methodology Description,http://rs.tdwg.org/eco/terms/abundanceCap,,,,,,
Methodology Description,http://rs.tdwg.org/eco/terms/isVegetationCoverReported,,https://rs.gbif.org/vocabulary/basic/boolean.xml,,,,
Methodology Description,http://rs.tdwg.org/eco/terms/isLeastSpecificTargetCategoryQuantityInclusive,,https://rs.gbif.org/vocabulary/basic/boolean.xml,,,,
Material Collected,http://rs.tdwg.org/eco/terms/hasVouchers,,https://rs.gbif.org/vocabulary/basic/boolean.xml,,,,
Material Collected,http://rs.tdwg.org/eco/terms/voucherInstitutions,,,,,,
Material Collected,http://rs.tdwg.org/eco/terms/hasMaterialSamples,,https://rs.gbif.org/vocabulary/basic/boolean.xml,,,,
Material Collected,http://rs.tdwg.org/eco/terms/materialSampleTypes,,,,,,
Sampling Effort,http://rs.tdwg.org/eco/terms/samplingPerformedBy,,,,,,
Sampling Effort,http://rs.tdwg.org/eco/terms/isSamplingEffortReported,,https://rs.gbif.org/vocabulary/basic/boolean.xml,,,,
Sampling Effort,http://rs.tdwg.org/eco/terms/samplingEffortProtocol,,,,,,
Sampling Effort,http://rs.tdwg.org/eco/terms/samplingEffortValue,,,,,,
Sampling Effort,http://rs.tdwg.org/eco/terms/samplingEffortUnit,,,,,,
