group,iri,type,thesaurus,description,comments,examples,required
MeasurementOrFact,http://rs.tdwg.org/dwc/terms/measurementID,,,,,,
MeasurementOrFact,http://rs.tdwg.org/dwc/terms/parentMeasurementID,,,,,,
MeasurementOrFact,http://rs.tdwg.org/dwc/terms/measurementType,,,,,,true
MeasurementOrFact,http://rs.tdwg.org/dwc/terms/verbatimMeasurementType,,,,,,
MeasurementOrFact,http://rs.tdwg.org/dwc/terms/measurementValue,,,,,,
MeasurementOrFact,http://rs.tdwg.org/dwc/terms/measurementAccuracy,,,,,,
MeasurementOrFact,http://rs.tdwg.org/dwc/terms/measurementUnit,,,,,,
MeasurementOrFact,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,,,,,,
MeasurementOrFact,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,,,
MeasurementOrFact,http://rs.tdwg.org/dwc/terms/measurementMethod,,,,,,
MeasurementOrFact,http://rs.tdwg.org/dwc/terms/measurementRemarks,,,,,,
